"arme","temps_kill"
mp9,31.640625
m4a1,33.515625
m4a1,37.109375
m4a1,31.71875
m4a1,33.078125
ak-47,35.3125
ak-47,65.25
mp9,67.3125
ak-47,69.5
mp9,72.09375
ak-47,72.34375
awp,59.328125
ak-47,61.328125
m4a1,99.875
m4a1,101.921875
ak-47,107.328125
awp,12.203125
ak-47,59.75
ak-47,67.65625
ak-47,80.734375
ak-47,62.953125
ak-47,68.484375
ak-47,90.453125
m4a1,29.921875
awp,42.296875
awp,69.640625
m4a1,88.265625
ak-47,89.1875
awp,90.234375
ak-47,90.3125
ak-47,91.484375
ak-47,92.25
ak-47,93.515625
ak-47,98.375
ak-47,105.484375
mp9,51.703125
ak-47,70.734375
awp,78.359375
m4a1,79.296875
ak-47,83.671875
m4a1,108.453125
m4a1,109.734375
awp,63.296875
awp,78.65625
ak-47,80.5
ak-47,82.1875
ak-47,99.71875
ak-47,104.078125
mac-10,49.015625
ak-47,72.953125
m4a1,73.203125
ak-47,79.96875
m4a1,18.109375
ak-47,24.65625
m4a1,68.921875
ak-47,40.671875
ak-47,69.46875
ak-47,69.875
m4a1,79.0625
m4a1,88.71875
m4a1,89.515625
awp,96.1875
m4a1,102.234375
ak-47,110.046875
mac-10,29.296875
mp9,33.578125
awp,89.609375
m4a1,92.40625
m4a1,22.734375
ak-47,38.734375
ak-47,40.140625
ak-47,55.984375
ak-47,56.453125
m4a1,18.328125
m4a1,24.296875
ak-47,31.5
awp,52.875
awp,55.078125
m4a1,58.609375
ak-47,64.5625
awp,51.359375
ak-47,76.28125
awp,80.734375
ak-47,84.5
m4a1,101.578125
ak-47,43.21875
awp,50.421875
m4a1,70.46875
m4a1,72.875
ak-47,72.921875
m4a1,78.515625
ak-47,79.203125
m4a1,18.8125
ak-47,20.25
m4a1,20.609375
m4a1,27.359375
m4a1,35.796875
m4a1,68.046875
m4a1,27.828125
m4a1,30.875
mac-10,32.328125
mac-10,35.234375
m4a1,56.84375
m4a1,58.4375
mac-10,58.453125
m4a1,60.0
mp9,83.015625
mp9,83.96875
ak-47,84.046875
m4a1,114.171875
m4a1,79.734375
ak-47,90.609375
ak-47,93.515625
ak-47,96.46875
m4a1,106.421875
ak-47,15.140625
ak-47,16.296875
ak-47,16.765625
ak-47,17.5625
ak-47,31.1875
m4a1,13.921875
ak-47,14.625
ak-47,27.140625
ak-47,45.96875
ak-47,67.515625
ak-47,12.65625
ak-47,13.921875
ak-47,33.15625
ak-47,38.25
ak-47,45.125
ak-47,47.21875
ak-47,55.34375
ak-47,62.15625
m4a1,36.03125
ak-47,36.640625
ak-47,49.828125
m4a1,49.890625
ak-47,51.3125
awp,61.4375
ak-47,67.375
ak-47,68.171875
m4a1,68.234375
ak-47,69.078125
m4a1,69.125
awp,69.34375
ak-47,75.328125
mp9,77.015625
mp9,84.71875
m4a1,12.046875
awp,26.65625
mac-10,32.359375
m4a1,33.375
m4a1,49.46875
m4a1,21.046875
mp9,21.265625
m4a1,26.125
m4a1,62.6875
m4a1,72.671875
m4a1,100.421875
m4a1,45.09375
m4a1,47.9375
m4a1,53.390625
m4a1,58.9375
m4a1,61.0
ak-47,24.28125
mp9,51.515625
mp9,52.203125
m4a1,52.5625
ak-47,56.8125
mp9,62.1875
ak-47,62.1875
ak-47,64.25
m4a1,89.15625
awp,42.96875
ak-47,44.765625
ak-47,47.453125
ak-47,49.390625
m4a1,73.25
ak-47,76.0625
ak-47,78.796875
ak-47,12.328125
awp,77.171875
ak-47,78.546875
awp,92.5625
ak-47,114.90625
ak-47,29.21875
m4a1,36.8125
mp9,22.75
ak-47,30.3125
ak-47,36.1875
awp,36.625
ak-47,40.984375
ak-47,51.84375
mp9,60.375
awp,61.484375
ak-47,36.046875
ak-47,50.484375
ak-47,66.4375
m4a1,30.890625
ak-47,40.078125
ak-47,49.3125
mp9,59.578125
ak-47,61.4375
m4a1,66.484375
m4a1,68.546875
awp,24.25
awp,60.34375
awp,98.71875
awp,17.71875
awp,83.640625
mac-10,91.890625
mp9,33.296875
ak-47,36.453125
m4a1,52.015625
m4a1,55.703125
m4a1,59.296875
m4a1,60.890625
ak-47,22.546875
mp9,22.625
mp9,25.046875
ak-47,25.609375
m4a1,31.203125
m4a1,41.59375
ak-47,44.09375
m4a1,44.390625
awp,94.09375
m4a1,98.578125
ak-47,100.703125
ak-47,111.15625
ak-47,15.59375
ak-47,26.375
m4a1,29.828125
ak-47,37.84375
mac-10,38.171875
awp,9.703125
awp,11.546875
m4a1,14.75
ak-47,15.125
awp,31.859375
awp,34.3125
m4a1,39.984375
ak-47,55.1875
ak-47,73.4375
ak-47,24.015625
ak-47,27.703125
ak-47,29.421875
ak-47,31.171875
ak-47,44.28125
awp,15.046875
m4a1,16.046875
m4a1,20.703125
m4a1,21.546875
ak-47,22.984375
ak-47,23.65625
awp,111.5625
awp,38.9375
m4a1,51.3125
m4a1,55.609375
m4a1,58.234375
awp,73.890625
ak-47,11.125
ak-47,24.046875
awp,24.53125
awp,37.921875
awp,39.78125
m4a1,81.640625
m4a1,101.328125
ak-47,102.078125
awp,102.25
ak-47,103.234375
awp,18.671875
m4a1,26.84375
ak-47,26.9375
m4a1,27.4375
awp,35.234375
m4a1,52.8125
awp,13.03125
awp,47.921875
ak-47,49.171875
ak-47,49.84375
awp,50.796875
ak-47,52.109375
m4a1,52.25
awp,54.265625
m4a1,64.625
awp,17.296875
m4a1,34.15625
ak-47,35.40625
ak-47,57.5
ak-47,82.40625
ak-47,91.515625
ak-47,92.46875
m4a1,92.90625
m4a1,37.859375
ak-47,37.890625
ak-47,51.984375
ak-47,58.171875
mp9,67.828125
mac-10,33.0625
mac-10,85.65625
mac-10,86.671875
mac-10,89.203125
ak-47,92.625
awp,51.0625
ak-47,74.90625
mp9,75.171875
ak-47,76.65625
awp,78.265625
ak-47,91.21875
ak-47,58.828125
m4a1,75.265625
m4a1,75.859375
ak-47,79.453125
ak-47,97.84375
m4a1,113.78125
awp,27.109375
ak-47,52.546875
m4a1,57.125
ak-47,60.109375
ak-47,60.6875
ak-47,61.8125
ak-47,65.796875
ak-47,73.125
m4a1,74.0
awp,19.5625
m4a1,52.1875
m4a1,56.640625
mp9,59.0625
m4a1,61.75
m4a1,27.59375
ak-47,19.359375
awp,22.046875
ak-47,23.609375
ak-47,25.4375
awp,33.515625
awp,48.828125
ak-47,48.84375
ak-47,90.78125
awp,94.203125
m4a1,98.4375
awp,102.765625
awp,114.796875
m4a1,15.640625
mp9,90.21875
awp,91.15625
mp9,92.71875
ak-47,26.203125
ak-47,42.375
awp,63.296875
ak-47,71.125
m4a1,20.390625
mp9,31.984375
mp9,35.1875
mp9,36.96875
awp,17.484375
ak-47,29.84375
awp,51.65625
mp9,19.515625
ak-47,78.9375
m4a1,28.046875
m4a1,42.734375
mp9,33.1875
mp9,82.578125
mp9,113.03125
awp,24.65625
m4a1,78.453125
m4a1,79.703125
m4a1,80.09375
awp,76.484375
awp,84.734375
m4a1,84.78125
ak-47,86.578125
ak-47,87.359375
awp,87.875
ak-47,17.953125
awp,17.96875
awp,20.90625
ak-47,36.5
m4a1,38.453125
ak-47,14.484375
ak-47,14.546875
ak-47,14.75
ak-47,74.5625
awp,18.078125
m4a1,39.21875
ak-47,46.203125
m4a1,57.84375
m4a1,86.421875
ak-47,13.34375
m4a1,70.71875
ak-47,74.109375
ak-47,75.578125
m4a1,77.75
ak-47,98.71875
ak-47,99.78125
ak-47,106.015625
awp,4.125
ak-47,8.03125
ak-47,26.75
ak-47,35.71875
awp,37.609375
ak-47,73.1875
ak-47,73.59375
awp,75.40625
ak-47,86.421875
ak-47,87.15625
awp,94.78125
awp,8.015625
m4a1,22.328125
ak-47,56.578125
ak-47,71.109375
awp,79.4375
awp,80.671875
awp,85.109375
ak-47,10.4375
m4a1,34.484375
awp,35.078125
m4a1,36.09375
ak-47,47.34375
m4a1,27.90625
ak-47,30.296875
ak-47,32.203125
ak-47,36.3125
m4a1,38.328125
ak-47,40.890625
awp,41.0625
ak-47,55.859375
ak-47,16.40625
awp,20.890625
awp,37.96875
ak-47,41.796875
awp,42.5
m4a1,43.421875
m4a1,45.96875
ak-47,90.375
awp,106.40625
ak-47,107.703125
mac-10,69.765625
mac-10,108.9375
ak-47,37.4375
ak-47,69.1875
awp,70.375
ak-47,78.953125
mac-10,83.875
awp,15.140625
ak-47,29.015625
ak-47,29.828125
m4a1,38.984375
m4a1,39.890625
ak-47,18.75
ak-47,29.578125
ak-47,29.875
ak-47,40.03125
ak-47,46.921875
ak-47,52.421875
m4a1,79.203125
ak-47,80.984375
m4a1,82.0
m4a1,83.1875
ak-47,84.625
m4a1,88.59375
awp,88.96875
awp,92.953125
awp,37.15625
awp,84.421875
awp,86.4375
ak-47,87.921875
ak-47,48.484375
ak-47,48.6875
ak-47,49.828125
ak-47,54.296875
ak-47,55.375
m4a1,11.4375
ak-47,19.15625
ak-47,22.34375
ak-47,23.1875
ak-47,29.984375
ak-47,56.375
m4a1,18.65625
ak-47,21.90625
ak-47,35.421875
ak-47,43.5625
ak-47,50.921875
ak-47,69.109375
ak-47,76.265625
ak-47,23.328125
m4a1,23.96875
m4a1,24.546875
m4a1,26.015625
awp,34.9375
m4a1,35.546875
ak-47,32.171875
ak-47,32.5625
ak-47,36.1875
ak-47,37.296875
ak-47,32.0
ak-47,52.96875
awp,55.015625
m4a1,58.3125
m4a1,102.296875
m4a1,104.59375
ak-47,14.5
ak-47,22.71875
ak-47,26.21875
m4a1,26.421875
m4a1,51.6875
ak-47,66.671875
ak-47,71.1875
ak-47,34.734375
ak-47,38.5
ak-47,53.421875
ak-47,55.828125
ak-47,60.484375
m4a1,35.546875
ak-47,36.28125
ak-47,68.390625
ak-47,69.40625
ak-47,69.8125
ak-47,70.8125
ak-47,36.296875
mac-10,58.21875
ak-47,61.21875
ak-47,66.484375
ak-47,11.4375
m4a1,19.515625
m4a1,61.109375
ak-47,61.453125
ak-47,61.953125
ak-47,84.484375
ak-47,15.71875
ak-47,58.59375
ak-47,61.53125
ak-47,62.625
ak-47,64.21875
ak-47,97.1875
ak-47,27.609375
ak-47,36.984375
ak-47,89.0625
awp,89.546875
m4a1,90.359375
ak-47,91.125
ak-47,10.84375
m4a1,15.0625
ak-47,18.796875
ak-47,47.578125
ak-47,63.109375
m4a1,93.84375
ak-47,96.53125
m4a1,51.890625
ak-47,75.15625
ak-47,100.34375
m4a1,100.75
awp,107.296875
mac-10,31.046875
ak-47,71.828125
mac-10,71.96875
ak-47,82.40625
ak-47,19.03125
ak-47,34.6875
mac-10,51.546875
ak-47,53.28125
mac-10,23.890625
m4a1,24.484375
m4a1,37.640625
ak-47,38.09375
ak-47,44.59375
m4a1,45.484375
ak-47,62.25
ak-47,76.90625
ak-47,83.609375
ak-47,100.109375
ak-47,16.0625
m4a1,73.328125
ak-47,79.390625
ak-47,82.359375
ak-47,82.953125
ak-47,24.921875
m4a1,27.0625
awp,49.984375
awp,52.0
mp9,10.109375
ak-47,56.65625
mp9,56.75
awp,56.9375
m4a1,57.640625
ak-47,57.9375
mp9,60.4375
mac-10,34.4375
ak-47,40.328125
m4a1,69.515625
m4a1,75.21875
m4a1,83.453125
m4a1,87.796875
ak-47,41.46875
m4a1,42.453125
ak-47,45.984375
m4a1,27.09375
ak-47,28.984375
mp9,30.421875
m4a1,34.84375
m4a1,58.53125
ak-47,59.5625
ak-47,64.59375
m4a1,59.453125
ak-47,62.625
ak-47,63.265625
ak-47,70.40625
ak-47,75.21875
ak-47,83.5625
ak-47,88.3125
m4a1,23.96875
ak-47,25.90625
ak-47,74.375
ak-47,82.6875
ak-47,89.453125
ak-47,37.421875
ak-47,44.0
ak-47,47.125
ak-47,54.84375
ak-47,70.046875
ak-47,76.46875
ak-47,76.9375
ak-47,77.734375
ak-47,85.03125
ak-47,65.125
awp,66.09375
m4a1,24.484375
awp,26.046875
ak-47,35.859375
ak-47,43.703125
mp9,44.328125
mp9,45.3125
mp9,46.578125
ak-47,31.3125
m4a1,43.890625
ak-47,51.078125
m4a1,59.6875
m4a1,64.90625
mac-10,69.375
m4a1,19.8125
ak-47,38.609375
awp,46.71875
ak-47,73.078125
m4a1,73.359375
m4a1,54.46875
m4a1,55.140625
m4a1,56.96875
m4a1,57.578125
m4a1,57.6875
m4a1,26.59375
mp9,31.40625
ak-47,90.53125
m4a1,91.265625
m4a1,93.84375
m4a1,95.46875
awp,62.484375
ak-47,64.75
ak-47,67.703125
m4a1,98.84375
awp,64.28125
ak-47,66.6875
ak-47,70.921875
awp,72.625
m4a1,84.40625
ak-47,90.65625
awp,92.234375
m4a1,37.359375
m4a1,38.46875
m4a1,42.8125
m4a1,43.15625
m4a1,47.015625
ak-47,16.984375
ak-47,22.59375
ak-47,25.109375
awp,25.46875
m4a1,99.25
awp,105.875
m4a1,107.015625
awp,108.46875
ak-47,110.46875
m4a1,113.46875
mac-10,81.03125
mp9,100.015625
mp9,100.0625
mp9,109.171875
mp9,110.734375
mp9,25.5
ak-47,26.0
ak-47,31.09375
ak-47,55.0625
ak-47,91.765625
awp,87.671875
ak-47,106.015625
m4a1,112.046875
m4a1,70.46875
ak-47,75.546875
m4a1,79.953125
m4a1,90.5625
ak-47,91.6875
ak-47,95.53125
ak-47,41.328125
ak-47,96.671875
ak-47,97.609375
ak-47,99.71875
ak-47,89.6875
ak-47,92.34375
ak-47,93.90625
awp,96.703125
awp,109.921875
awp,12.734375
ak-47,16.0625
m4a1,30.171875
m4a1,39.171875
awp,56.25
awp,58.890625
m4a1,63.4375
m4a1,64.5625
awp,95.71875
ak-47,97.734375
ak-47,104.484375
ak-47,109.21875
ak-47,110.71875
ak-47,111.765625
ak-47,112.984375
ak-47,15.28125
m4a1,47.859375
m4a1,90.640625
ak-47,98.15625
ak-47,111.203125
ak-47,114.84375
ak-47,87.15625
ak-47,88.03125
ak-47,92.046875
ak-47,108.453125
m4a1,15.0
ak-47,33.90625
m4a1,90.109375
awp,91.8125
ak-47,96.984375
awp,97.46875
m4a1,113.171875
m4a1,114.921875
ak-47,37.84375
ak-47,38.75
ak-47,48.046875
ak-47,52.453125
ak-47,53.828125
m4a1,90.96875
m4a1,106.25
awp,109.09375
ak-47,15.375
ak-47,18.3125
m4a1,71.125
ak-47,77.984375
ak-47,78.9375
ak-47,102.03125
ak-47,113.59375
m4a1,34.25
awp,54.4375
ak-47,54.6875
m4a1,56.125
awp,71.65625
m4a1,82.5625
ak-47,88.875
ak-47,88.984375
ak-47,110.828125
ak-47,45.953125
ak-47,46.65625
ak-47,60.6875
ak-47,63.234375
m4a1,27.90625
ak-47,41.421875
ak-47,43.4375
m4a1,44.859375
ak-47,48.21875
ak-47,48.65625
m4a1,63.65625
ak-47,68.625
ak-47,77.65625
awp,81.515625
ak-47,83.328125
ak-47,83.71875
ak-47,102.578125
m4a1,103.484375
ak-47,104.0
m4a1,104.171875
ak-47,21.578125
awp,59.515625
awp,75.28125
ak-47,100.75
awp,108.328125
ak-47,112.0625
mac-10,41.8125
ak-47,45.96875
ak-47,51.40625
ak-47,59.9375
ak-47,60.5
m4a1,19.671875
ak-47,20.90625
ak-47,26.546875
ak-47,29.21875
ak-47,60.546875
mac-10,11.828125
mp9,40.40625
mp9,41.953125
awp,48.96875
ak-47,11.015625
ak-47,13.734375
ak-47,38.40625
ak-47,39.5
ak-47,52.703125
ak-47,20.546875
ak-47,28.40625
awp,48.875
ak-47,64.640625
awp,13.71875
m4a1,50.03125
awp,65.984375
ak-47,73.671875
m4a1,90.125
awp,4.25
ak-47,47.90625
ak-47,59.5
ak-47,60.46875
ak-47,62.625
awp,10.625
ak-47,47.484375
m4a1,53.015625
ak-47,54.09375
ak-47,54.78125
ak-47,80.71875
m4a1,84.890625
ak-47,87.1875
ak-47,23.296875
ak-47,37.34375
ak-47,38.796875
ak-47,47.59375
ak-47,97.890625
ak-47,21.265625
ak-47,21.984375
awp,26.96875
ak-47,38.0
m4a1,56.609375
ak-47,66.53125
awp,8.0625
m4a1,11.5
ak-47,26.484375
ak-47,46.0
ak-47,50.390625
awp,59.421875
ak-47,63.40625
ak-47,19.625
ak-47,35.328125
m4a1,36.75
ak-47,36.921875
m4a1,37.609375
ak-47,51.4375
m4a1,63.765625
ak-47,70.703125
ak-47,81.109375
ak-47,17.046875
mac-10,17.328125
ak-47,18.84375
ak-47,38.515625
ak-47,50.296875
awp,16.765625
m4a1,22.890625
ak-47,30.859375
awp,44.875
m4a1,54.953125
ak-47,56.78125
m4a1,60.921875
awp,8.703125
ak-47,20.625
awp,47.953125
ak-47,92.234375
ak-47,104.921875
awp,8.15625
awp,41.4375
m4a1,59.890625
awp,68.921875
ak-47,74.78125
m4a1,77.109375
ak-47,77.890625
awp,17.4375
awp,19.296875
awp,21.671875
ak-47,24.96875
awp,26.609375
mac-10,17.421875
awp,19.1875
m4a1,20.8125
m4a1,46.921875
m4a1,58.0625
ak-47,23.828125
ak-47,39.0625
ak-47,43.5625
ak-47,65.578125
awp,66.75
ak-47,74.53125
awp,14.453125
ak-47,38.59375
ak-47,45.1875
m4a1,71.265625
m4a1,81.859375
m4a1,107.15625
ak-47,23.171875
awp,29.953125
ak-47,43.8125
ak-47,83.125
awp,10.578125
awp,32.953125
awp,34.953125
m4a1,42.375
m4a1,43.765625
ak-47,18.4375
ak-47,19.328125
ak-47,23.859375
ak-47,24.234375
ak-47,25.140625
ak-47,25.9375
awp,34.21875
m4a1,48.546875
m4a1,79.328125
m4a1,81.75
ak-47,98.96875
ak-47,101.65625
m4a1,102.625
m4a1,109.65625
ak-47,114.09375
m4a1,34.0
m4a1,35.078125
m4a1,35.265625
awp,42.234375
ak-47,114.0625
ak-47,18.46875
m4a1,28.984375
ak-47,30.53125
awp,34.65625
awp,39.625
awp,41.390625
ak-47,53.15625
awp,79.84375
mp9,87.0625
mp9,75.8125
mac-10,76.984375
mac-10,78.546875
mac-10,81.6875
m4a1,16.4375
ak-47,16.8125
m4a1,18.234375
m4a1,33.578125
ak-47,45.109375
m4a1,48.0625
ak-47,51.046875
mp9,29.015625
ak-47,29.84375
ak-47,31.15625
ak-47,66.265625
ak-47,89.84375
ak-47,108.03125
ak-47,110.09375
m4a1,18.578125
awp,20.921875
ak-47,26.0625
awp,30.015625
ak-47,33.03125
m4a1,40.703125
ak-47,80.890625
ak-47,112.28125
m4a1,12.453125
ak-47,12.65625
ak-47,15.765625
awp,20.109375
awp,26.78125
m4a1,11.828125
m4a1,12.421875
mp9,16.921875
mp9,21.703125
mp9,15.578125
mp9,16.671875
m4a1,23.75
m4a1,24.3125
mp9,43.3125
mp9,45.0
ak-47,89.078125
ak-47,105.40625
ak-47,106.96875
m4a1,23.09375
ak-47,32.625
ak-47,57.640625
awp,60.921875
ak-47,63.734375
awp,17.484375
ak-47,50.21875
m4a1,77.828125
m4a1,79.28125
ak-47,84.546875
ak-47,56.265625
ak-47,69.6875
m4a1,76.703125
ak-47,80.59375
awp,15.8125
ak-47,37.296875
ak-47,38.8125
ak-47,43.40625
ak-47,63.125
awp,19.4375
ak-47,81.28125
ak-47,86.859375
ak-47,90.8125
mp9,14.21875
mp9,15.46875
awp,16.890625
m4a1,25.25
ak-47,34.921875
m4a1,75.0625
ak-47,31.15625
m4a1,35.953125
awp,37.890625
ak-47,48.46875
ak-47,48.765625
ak-47,71.59375
ak-47,78.78125
ak-47,80.140625
awp,17.296875
ak-47,33.5625
ak-47,35.15625
m4a1,41.0
m4a1,41.703125
ak-47,78.71875
ak-47,81.21875
m4a1,39.625
m4a1,44.78125
m4a1,48.09375
m4a1,63.84375
ak-47,64.015625
mp9,94.171875
m4a1,106.875
m4a1,76.640625
ak-47,95.9375
ak-47,99.96875
ak-47,103.546875
m4a1,103.703125
m4a1,107.125
m4a1,108.5
m4a1,114.109375
m4a1,68.140625
ak-47,54.0
ak-47,38.875
ak-47,51.625
m4a1,63.140625
ak-47,69.828125
mp9,28.703125
ak-47,33.484375
ak-47,97.171875
ak-47,99.40625
ak-47,12.5
awp,34.0
ak-47,68.609375
ak-47,88.671875
awp,108.265625
ak-47,35.6875
ak-47,74.25
ak-47,76.03125
ak-47,92.46875
m4a1,101.90625
awp,60.78125
mp9,76.4375
ak-47,81.65625
m4a1,105.21875
m4a1,107.328125
ak-47,24.703125
ak-47,31.15625
ak-47,32.328125
ak-47,35.203125
ak-47,67.671875
ak-47,75.546875
ak-47,77.796875
ak-47,106.25
ak-47,107.046875
ak-47,107.65625
ak-47,107.859375
ak-47,78.265625
ak-47,87.0
ak-47,90.828125
ak-47,99.96875
ak-47,102.640625
awp,43.078125
ak-47,62.34375
ak-47,64.5
ak-47,99.3125
awp,37.625
ak-47,42.3125
ak-47,62.015625
ak-47,67.625
awp,9.015625
ak-47,19.046875
awp,83.078125
ak-47,96.03125
ak-47,100.921875
awp,8.609375
ak-47,47.171875
ak-47,48.078125
awp,63.140625
ak-47,71.140625
ak-47,19.46875
ak-47,22.671875
ak-47,24.328125
ak-47,38.234375
ak-47,52.9375
ak-47,105.875
awp,53.421875
awp,68.265625
ak-47,73.5
ak-47,83.21875
ak-47,106.953125
ak-47,109.671875
ak-47,111.578125
ak-47,19.84375
m4a1,38.515625
ak-47,80.25
awp,82.109375
m4a1,86.21875
awp,88.71875
awp,95.71875
awp,9.046875
ak-47,13.953125
ak-47,21.40625
awp,22.84375
ak-47,36.1875
awp,70.140625
ak-47,90.984375
m4a1,76.453125
m4a1,79.84375
mp9,101.25
m4a1,104.25
m4a1,105.34375
ak-47,50.015625
ak-47,61.0625
ak-47,62.859375
ak-47,14.1875
m4a1,31.234375
m4a1,32.625
ak-47,36.359375
ak-47,62.953125
mac-10,51.46875
mp9,52.015625
mp9,59.15625
ak-47,59.703125
ak-47,60.515625
mac-10,26.140625
ak-47,50.5
ak-47,73.578125
m4a1,42.578125
awp,53.875
awp,61.390625
m4a1,64.953125
ak-47,98.859375
m4a1,105.625
ak-47,109.359375
ak-47,59.265625
ak-47,65.328125
ak-47,66.71875
ak-47,95.796875
ak-47,98.375
ak-47,64.984375
m4a1,73.625
awp,79.5625
mp9,93.8125
ak-47,17.796875
m4a1,76.890625
m4a1,109.234375
ak-47,110.78125
ak-47,111.421875
ak-47,112.546875
awp,51.34375
awp,54.140625
awp,63.3125
awp,94.8125
ak-47,30.03125
m4a1,33.0
m4a1,33.140625
awp,33.5625
ak-47,51.640625
ak-47,54.625
m4a1,84.421875
m4a1,32.78125
awp,34.390625
m4a1,64.421875
m4a1,66.0625
ak-47,66.265625
ak-47,67.96875
ak-47,69.6875
ak-47,14.234375
ak-47,17.90625
ak-47,31.140625
ak-47,16.921875
ak-47,18.21875
m4a1,19.4375
ak-47,20.890625
awp,25.4375
awp,52.34375
ak-47,35.421875
ak-47,37.015625
ak-47,53.25
awp,59.90625
mac-10,61.890625
mac-10,65.1875
m4a1,99.0
mp9,51.34375
ak-47,52.171875
awp,33.953125
awp,71.90625
ak-47,20.46875
ak-47,25.59375
ak-47,15.109375
ak-47,15.890625
ak-47,16.28125
ak-47,35.21875
ak-47,42.34375
ak-47,62.59375
ak-47,63.9375
ak-47,67.59375
ak-47,72.484375
ak-47,77.734375
ak-47,93.28125
ak-47,95.0
ak-47,98.40625
ak-47,66.515625
ak-47,78.125
awp,82.296875
ak-47,106.75
awp,23.796875
awp,26.203125
ak-47,33.296875
mp9,93.359375
mp9,94.890625
awp,15.96875
ak-47,38.03125
awp,56.21875
ak-47,57.578125
ak-47,63.0625
mp9,93.375
ak-47,94.84375
ak-47,66.671875
ak-47,72.8125
ak-47,57.328125
ak-47,60.265625
ak-47,26.859375
ak-47,28.984375
awp,30.203125
ak-47,31.46875
ak-47,67.140625
ak-47,78.03125
ak-47,23.609375
ak-47,36.296875
ak-47,36.6875
ak-47,79.90625
m4a1,8.6875
ak-47,9.1875
m4a1,9.96875
awp,15.484375
awp,25.828125
ak-47,59.96875
ak-47,64.6875
m4a1,68.734375
ak-47,86.59375
awp,91.328125
ak-47,93.765625
ak-47,109.359375
awp,10.03125
ak-47,20.1875
m4a1,20.40625
ak-47,42.5
ak-47,43.640625
awp,16.109375
ak-47,23.75
awp,40.34375
ak-47,59.765625
m4a1,60.46875
awp,65.0625
ak-47,68.4375
ak-47,69.859375
ak-47,40.234375
awp,41.703125
awp,44.484375
ak-47,46.296875
awp,48.546875
ak-47,52.328125
ak-47,95.625
ak-47,101.28125
m4a1,47.140625
mp9,48.15625
m4a1,90.46875
mp9,95.359375
ak-47,96.09375
ak-47,97.84375
m4a1,99.359375
mp9,103.671875
m4a1,109.640625
mac-10,41.78125
ak-47,43.84375
mac-10,45.390625
mac-10,46.5
awp,52.59375
awp,9.421875
awp,24.984375
ak-47,27.046875
m4a1,51.0
awp,53.71875
m4a1,113.46875
m4a1,40.015625
m4a1,41.5
ak-47,43.203125
ak-47,94.5625
ak-47,99.875
ak-47,47.484375
ak-47,47.78125
m4a1,50.703125
ak-47,57.140625
ak-47,57.84375
awp,57.90625
awp,60.75
m4a1,15.890625
ak-47,18.78125
awp,21.9375
ak-47,23.03125
awp,36.40625
ak-47,43.46875
awp,38.828125
ak-47,52.4375
ak-47,54.9375
m4a1,67.171875
ak-47,69.71875
m4a1,88.03125
ak-47,99.8125
awp,13.078125
m4a1,21.921875
ak-47,23.8125
m4a1,26.421875
ak-47,28.171875
ak-47,29.5
awp,49.3125
mp9,14.8125
ak-47,30.8125
ak-47,31.734375
ak-47,35.5
awp,48.25
ak-47,22.921875
ak-47,85.578125
ak-47,87.015625
ak-47,89.0625
ak-47,89.59375
ak-47,47.375
ak-47,60.65625
awp,82.0
awp,96.953125
ak-47,61.609375
ak-47,61.671875
ak-47,65.71875
ak-47,67.921875
ak-47,102.96875
ak-47,41.71875
ak-47,49.65625
ak-47,52.1875
m4a1,100.9375
ak-47,12.71875
ak-47,73.9375
ak-47,73.953125
awp,19.21875
ak-47,22.859375
ak-47,27.703125
ak-47,78.4375
ak-47,87.359375
ak-47,46.546875
ak-47,50.6875
mp9,60.59375
ak-47,79.046875
mp9,86.0625
ak-47,89.765625
ak-47,105.203125
awp,10.921875
m4a1,12.90625
ak-47,52.25
m4a1,71.390625
ak-47,74.796875
ak-47,78.28125
ak-47,85.1875
ak-47,55.828125
ak-47,58.1875
mac-10,61.078125
ak-47,63.046875
ak-47,83.890625
ak-47,9.40625
ak-47,11.359375
m4a1,20.671875
m4a1,24.28125
ak-47,39.0625
ak-47,17.25
ak-47,25.171875
ak-47,45.859375
ak-47,110.1875
ak-47,23.515625
ak-47,78.828125
ak-47,94.921875
ak-47,99.015625
ak-47,101.84375
awp,39.6875
ak-47,71.9375
ak-47,82.796875
ak-47,98.71875
ak-47,98.875
ak-47,113.96875
awp,60.0625
m4a1,83.15625
m4a1,86.359375
awp,16.34375
ak-47,17.609375
awp,18.078125
m4a1,23.296875
m4a1,35.09375
m4a1,43.65625
mac-10,79.015625
ak-47,80.640625
awp,82.75
awp,93.71875
ak-47,73.953125
m4a1,78.203125
ak-47,78.765625
awp,101.375
awp,111.28125
m4a1,36.21875
m4a1,38.5
ak-47,45.578125
m4a1,49.84375
awp,13.6875
ak-47,21.609375
awp,29.140625
ak-47,29.359375
m4a1,86.65625
ak-47,89.703125
ak-47,95.328125
awp,98.25
m4a1,14.578125
ak-47,22.046875
awp,27.515625
awp,40.875
ak-47,48.234375
awp,56.65625
ak-47,57.828125
ak-47,61.140625
ak-47,47.984375
ak-47,62.328125
ak-47,20.703125
ak-47,24.828125
ak-47,31.0625
ak-47,56.421875
mp9,60.484375
awp,48.796875
ak-47,51.34375
ak-47,59.59375
ak-47,62.46875
awp,65.65625
ak-47,11.109375
ak-47,15.625
mp9,39.953125
awp,51.734375
ak-47,36.8125
m4a1,54.578125
ak-47,58.125
ak-47,60.234375
ak-47,64.3125
awp,23.65625
