"match_checksum","number","winner_side"
d58e215792dc7839,6,3
d58e215792dc7839,7,3
d58e215792dc7839,8,2
d58e215792dc7839,9,2
d58e215792dc7839,10,2
d58e215792dc7839,11,2
d58e215792dc7839,12,2
"6716f721d3b95b26",1,3
"6716f721d3b95b26",2,2
"6716f721d3b95b26",3,2
"6716f721d3b95b26",4,2
"6716f721d3b95b26",5,3
"6716f721d3b95b26",6,2
"6716f721d3b95b26",7,2
"6716f721d3b95b26",8,2
"6716f721d3b95b26",9,2
"6716f721d3b95b26",10,2
"6716f721d3b95b26",11,3
"6716f721d3b95b26",12,3
f0706bd9d0abc1fe,1,2
f0706bd9d0abc1fe,2,2
f0706bd9d0abc1fe,3,2
f0706bd9d0abc1fe,4,2
f0706bd9d0abc1fe,5,2
f0706bd9d0abc1fe,6,2
f0706bd9d0abc1fe,7,3
f0706bd9d0abc1fe,8,3
f0706bd9d0abc1fe,9,3
f0706bd9d0abc1fe,10,3
f0706bd9d0abc1fe,11,2
f0706bd9d0abc1fe,12,2
e46a1f71da43fd96,1,3
e46a1f71da43fd96,2,3
e46a1f71da43fd96,3,2
e46a1f71da43fd96,4,2
e46a1f71da43fd96,5,2
e46a1f71da43fd96,6,2
e46a1f71da43fd96,7,2
e46a1f71da43fd96,8,2
e46a1f71da43fd96,9,3
e46a1f71da43fd96,10,3
e46a1f71da43fd96,11,3
e46a1f71da43fd96,12,3
acdd50f6a2aae573,1,3
acdd50f6a2aae573,2,3
acdd50f6a2aae573,3,2
acdd50f6a2aae573,4,3
acdd50f6a2aae573,5,3
acdd50f6a2aae573,6,2
acdd50f6a2aae573,7,3
acdd50f6a2aae573,8,3
acdd50f6a2aae573,9,3
acdd50f6a2aae573,10,3
acdd50f6a2aae573,11,2
acdd50f6a2aae573,12,3
"37faea3092e1fd7c",1,3
"37faea3092e1fd7c",2,3
"37faea3092e1fd7c",3,3
"37faea3092e1fd7c",4,3
"37faea3092e1fd7c",5,3
"37faea3092e1fd7c",6,3
"37faea3092e1fd7c",7,3
"37faea3092e1fd7c",8,3
"37faea3092e1fd7c",9,3
"37faea3092e1fd7c",10,3
"37faea3092e1fd7c",11,3
"37faea3092e1fd7c",12,3
"44c8225491de0038",1,3
"44c8225491de0038",2,3
"44c8225491de0038",3,3
"44c8225491de0038",4,2
"44c8225491de0038",5,2
"44c8225491de0038",6,2
"44c8225491de0038",7,2
"44c8225491de0038",8,2
"44c8225491de0038",9,2
"44c8225491de0038",10,3
"44c8225491de0038",11,2
"44c8225491de0038",12,2
ac6924b5f306b714,1,3
ac6924b5f306b714,2,3
ac6924b5f306b714,3,2
ac6924b5f306b714,4,3
ac6924b5f306b714,5,2
ac6924b5f306b714,6,2
ac6924b5f306b714,7,2
ac6924b5f306b714,8,2
ac6924b5f306b714,9,2
ac6924b5f306b714,10,3
ac6924b5f306b714,11,2
ac6924b5f306b714,12,3
"92c4f18e5b1a21fc",1,3
"92c4f18e5b1a21fc",2,3
"92c4f18e5b1a21fc",3,2
"92c4f18e5b1a21fc",4,3
"92c4f18e5b1a21fc",5,2
"92c4f18e5b1a21fc",6,3
"92c4f18e5b1a21fc",7,2
"92c4f18e5b1a21fc",8,2
"92c4f18e5b1a21fc",9,2
"92c4f18e5b1a21fc",10,2
"92c4f18e5b1a21fc",11,2
"92c4f18e5b1a21fc",12,2
"58127e8e0c40ad30",1,3
"58127e8e0c40ad30",2,3
"58127e8e0c40ad30",3,2
"58127e8e0c40ad30",4,3
"58127e8e0c40ad30",5,3
"58127e8e0c40ad30",6,2
"58127e8e0c40ad30",7,3
"58127e8e0c40ad30",8,2
"58127e8e0c40ad30",9,3
"58127e8e0c40ad30",10,3
"58127e8e0c40ad30",11,3
"58127e8e0c40ad30",12,3
"7ad1a0392a592f00",1,2
"7ad1a0392a592f00",2,2
"7ad1a0392a592f00",3,2
"7ad1a0392a592f00",4,3
"7ad1a0392a592f00",5,2
"7ad1a0392a592f00",6,2
"7ad1a0392a592f00",7,2
"7ad1a0392a592f00",8,2
"7ad1a0392a592f00",9,2
"7ad1a0392a592f00",10,2
"7ad1a0392a592f00",11,2
"7ad1a0392a592f00",12,3
f8eb96495879106,1,2
f8eb96495879106,2,3
f8eb96495879106,3,3
f8eb96495879106,4,2
f8eb96495879106,5,3
f8eb96495879106,6,2
f8eb96495879106,7,2
f8eb96495879106,8,2
f8eb96495879106,9,3
f8eb96495879106,10,3
f8eb96495879106,11,3
f8eb96495879106,12,2
"797cb090bf9f0b",1,2
"797cb090bf9f0b",2,2
"797cb090bf9f0b",3,2
"797cb090bf9f0b",4,2
"797cb090bf9f0b",5,2
"797cb090bf9f0b",6,3
"797cb090bf9f0b",7,3
"797cb090bf9f0b",8,3
"797cb090bf9f0b",9,3
"797cb090bf9f0b",10,3
"797cb090bf9f0b",11,3
"797cb090bf9f0b",12,2
bc0f0a87e47cba11,1,2
bc0f0a87e47cba11,2,2
bc0f0a87e47cba11,3,3
bc0f0a87e47cba11,4,2
bc0f0a87e47cba11,5,2
bc0f0a87e47cba11,6,2
bc0f0a87e47cba11,7,3
bc0f0a87e47cba11,8,3
bc0f0a87e47cba11,9,3
bc0f0a87e47cba11,10,3
bc0f0a87e47cba11,11,3
bc0f0a87e47cba11,12,3
"8e7a743264da3ff5",1,2
"8e7a743264da3ff5",2,2
"8e7a743264da3ff5",3,2
"8e7a743264da3ff5",4,3
"8e7a743264da3ff5",5,2
"8e7a743264da3ff5",6,3
"8e7a743264da3ff5",7,2
"8e7a743264da3ff5",8,2
"8e7a743264da3ff5",9,2
"8e7a743264da3ff5",10,3
"8e7a743264da3ff5",11,3
"8e7a743264da3ff5",12,3
b15a8fb7d3089279,1,3
b15a8fb7d3089279,2,2
b15a8fb7d3089279,3,2
b15a8fb7d3089279,4,2
b15a8fb7d3089279,5,3
b15a8fb7d3089279,6,3
b15a8fb7d3089279,7,3
b15a8fb7d3089279,8,2
b15a8fb7d3089279,9,3
b15a8fb7d3089279,10,3
b15a8fb7d3089279,11,2
b15a8fb7d3089279,12,3
"531cd3c2af13b679",1,3
"531cd3c2af13b679",2,3
"531cd3c2af13b679",3,3
"531cd3c2af13b679",4,2
"531cd3c2af13b679",5,3
"531cd3c2af13b679",6,3
"531cd3c2af13b679",7,3
"531cd3c2af13b679",8,3
"531cd3c2af13b679",9,2
"531cd3c2af13b679",10,3
"531cd3c2af13b679",11,3
"531cd3c2af13b679",12,2
"436390bf0f4b8576",1,3
"436390bf0f4b8576",2,3
"436390bf0f4b8576",3,3
"436390bf0f4b8576",4,3
"436390bf0f4b8576",5,2
"436390bf0f4b8576",6,3
"436390bf0f4b8576",7,2
"436390bf0f4b8576",8,2
"436390bf0f4b8576",9,3
"436390bf0f4b8576",10,3
"436390bf0f4b8576",11,2
"436390bf0f4b8576",12,3
"2aa325b12c081d6b",1,3
"2aa325b12c081d6b",2,3
"2aa325b12c081d6b",3,2
"2aa325b12c081d6b",4,3
"2aa325b12c081d6b",5,3
"2aa325b12c081d6b",6,2
"2aa325b12c081d6b",7,3
"2aa325b12c081d6b",8,3
"2aa325b12c081d6b",9,3
"2aa325b12c081d6b",10,3
"2aa325b12c081d6b",11,3
"2aa325b12c081d6b",12,3
b1b5c3d3ff0eebcf,1,3
b1b5c3d3ff0eebcf,2,3
b1b5c3d3ff0eebcf,3,3
b1b5c3d3ff0eebcf,4,3
b1b5c3d3ff0eebcf,5,3
b1b5c3d3ff0eebcf,6,3
b1b5c3d3ff0eebcf,7,3
b1b5c3d3ff0eebcf,8,2
b1b5c3d3ff0eebcf,9,2
b1b5c3d3ff0eebcf,10,3
b1b5c3d3ff0eebcf,11,2
b1b5c3d3ff0eebcf,12,2
"5c82212d3accfe0d",1,3
"5c82212d3accfe0d",2,3
"5c82212d3accfe0d",3,2
"5c82212d3accfe0d",4,2
"5c82212d3accfe0d",5,3
"5c82212d3accfe0d",6,3
"5c82212d3accfe0d",7,3
"5c82212d3accfe0d",8,2
"5c82212d3accfe0d",9,3
"5c82212d3accfe0d",10,3
"5c82212d3accfe0d",11,2
"5c82212d3accfe0d",12,2
f1155c4667055301,1,2
f1155c4667055301,2,3
f1155c4667055301,3,3
f1155c4667055301,4,3
f1155c4667055301,5,3
f1155c4667055301,6,3
f1155c4667055301,7,2
f1155c4667055301,8,2
f1155c4667055301,9,3
f1155c4667055301,10,3
f1155c4667055301,11,3
f1155c4667055301,12,3
"49a58b27d3c7c7fc",1,3
"49a58b27d3c7c7fc",2,2
"49a58b27d3c7c7fc",3,3
"49a58b27d3c7c7fc",4,3
"49a58b27d3c7c7fc",5,3
"49a58b27d3c7c7fc",6,3
"49a58b27d3c7c7fc",7,2
"49a58b27d3c7c7fc",8,3
"49a58b27d3c7c7fc",9,3
"49a58b27d3c7c7fc",10,3
"49a58b27d3c7c7fc",11,3
"49a58b27d3c7c7fc",12,3
a66237217d716c23,1,2
a66237217d716c23,2,3
a66237217d716c23,3,3
a66237217d716c23,4,3
a66237217d716c23,5,3
a66237217d716c23,6,3
a66237217d716c23,7,3
a66237217d716c23,8,3
a66237217d716c23,9,2
a66237217d716c23,10,3
a66237217d716c23,11,2
a66237217d716c23,12,2
e330e456b4db80a4,1,3
e330e456b4db80a4,2,2
e330e456b4db80a4,3,2
e330e456b4db80a4,4,2
e330e456b4db80a4,5,2
e330e456b4db80a4,6,2
e330e456b4db80a4,7,3
e330e456b4db80a4,8,3
e330e456b4db80a4,9,3
e330e456b4db80a4,10,3
e330e456b4db80a4,11,3
e330e456b4db80a4,12,2
a2ca8bb245b5a03f,1,2
a2ca8bb245b5a03f,2,2
a2ca8bb245b5a03f,3,2
a2ca8bb245b5a03f,4,2
a2ca8bb245b5a03f,5,2
a2ca8bb245b5a03f,6,3
a2ca8bb245b5a03f,7,2
a2ca8bb245b5a03f,8,3
a2ca8bb245b5a03f,9,3
a2ca8bb245b5a03f,10,3
a2ca8bb245b5a03f,11,3
a2ca8bb245b5a03f,12,2
"845921b1f3d24654",1,2
"845921b1f3d24654",2,3
"845921b1f3d24654",3,2
"845921b1f3d24654",4,2
"845921b1f3d24654",5,2
"845921b1f3d24654",6,3
"845921b1f3d24654",7,2
"845921b1f3d24654",8,3
"845921b1f3d24654",9,2
"845921b1f3d24654",10,2
"845921b1f3d24654",11,2
"845921b1f3d24654",12,2
"2b156f6b9eaefa9f",1,3
"2b156f6b9eaefa9f",2,3
"5197543f76489ac6",2,3
"5197543f76489ac6",3,3
"5197543f76489ac6",4,2
"5197543f76489ac6",5,2
"5197543f76489ac6",6,2
"5197543f76489ac6",7,3
"5197543f76489ac6",8,2
"5197543f76489ac6",9,3
"5197543f76489ac6",10,3
"5197543f76489ac6",11,2
"5197543f76489ac6",12,2
"72700f2c46888739",1,3
"72700f2c46888739",2,3
"72700f2c46888739",3,2
"72700f2c46888739",4,2
"72700f2c46888739",5,2
"72700f2c46888739",6,2
"72700f2c46888739",7,2
"72700f2c46888739",8,2
"72700f2c46888739",9,3
"72700f2c46888739",10,2
"72700f2c46888739",11,2
"72700f2c46888739",12,3
"98eafdda0b5a3641",1,3
"98eafdda0b5a3641",2,3
"98eafdda0b5a3641",3,2
"98eafdda0b5a3641",4,3
"98eafdda0b5a3641",5,2
"98eafdda0b5a3641",6,3
"98eafdda0b5a3641",7,3
"98eafdda0b5a3641",8,3
"98eafdda0b5a3641",9,3
"98eafdda0b5a3641",10,3
"98eafdda0b5a3641",11,3
"98eafdda0b5a3641",12,2
efef0fbfef41a301,1,3
efef0fbfef41a301,2,3
efef0fbfef41a301,3,3
efef0fbfef41a301,4,3
efef0fbfef41a301,5,2
efef0fbfef41a301,6,2
efef0fbfef41a301,7,3
efef0fbfef41a301,8,3
efef0fbfef41a301,9,3
efef0fbfef41a301,10,3
efef0fbfef41a301,11,3
efef0fbfef41a301,12,3
"5472be9ae4601bd9",1,2
"5472be9ae4601bd9",2,2
"5472be9ae4601bd9",3,2
"5472be9ae4601bd9",4,2
"5472be9ae4601bd9",5,2
"5472be9ae4601bd9",6,3
"5472be9ae4601bd9",7,2
"5472be9ae4601bd9",8,3
"5472be9ae4601bd9",9,3
"5472be9ae4601bd9",10,3
"5472be9ae4601bd9",11,3
"5472be9ae4601bd9",12,2
"1ba8baaf92fca4f",1,3
"1ba8baaf92fca4f",2,3
"1ba8baaf92fca4f",3,3
"1ba8baaf92fca4f",4,2
"1ba8baaf92fca4f",5,2
"1ba8baaf92fca4f",6,2
"1ba8baaf92fca4f",7,3
"1ba8baaf92fca4f",8,3
"1ba8baaf92fca4f",9,3
"1ba8baaf92fca4f",10,2
"1ba8baaf92fca4f",11,2
"1ba8baaf92fca4f",12,3
f402302ddb781ab3,1,2
f402302ddb781ab3,2,2
f402302ddb781ab3,3,3
f402302ddb781ab3,4,3
f402302ddb781ab3,5,3
f402302ddb781ab3,6,3
f402302ddb781ab3,7,3
f402302ddb781ab3,8,2
f402302ddb781ab3,9,3
f402302ddb781ab3,10,2
f402302ddb781ab3,11,2
f402302ddb781ab3,12,2
"23fd82dad5a197ba",1,3
"23fd82dad5a197ba",2,3
"23fd82dad5a197ba",3,2
"23fd82dad5a197ba",4,2
"23fd82dad5a197ba",5,2
"23fd82dad5a197ba",6,2
"23fd82dad5a197ba",7,2
"23fd82dad5a197ba",8,3
"23fd82dad5a197ba",9,3
"23fd82dad5a197ba",10,2
"23fd82dad5a197ba",11,3
"23fd82dad5a197ba",12,2
"7aa99739d81badc1",1,2
"7aa99739d81badc1",2,2
"7aa99739d81badc1",3,2
"7aa99739d81badc1",4,2
"7aa99739d81badc1",5,2
"7aa99739d81badc1",6,2
"7aa99739d81badc1",7,3
"7aa99739d81badc1",8,2
"7aa99739d81badc1",9,2
"7aa99739d81badc1",10,2
"7aa99739d81badc1",11,3
"7aa99739d81badc1",12,3
"74aacd91b425e2c5",1,3
"74aacd91b425e2c5",2,3
"74aacd91b425e2c5",3,3
"74aacd91b425e2c5",4,3
"74aacd91b425e2c5",5,2
"74aacd91b425e2c5",6,2
"74aacd91b425e2c5",7,2
"74aacd91b425e2c5",8,2
"74aacd91b425e2c5",9,2
"74aacd91b425e2c5",10,3
"74aacd91b425e2c5",11,3
"74aacd91b425e2c5",12,3
"441c7360bd50c76c",1,3
"441c7360bd50c76c",2,3
"441c7360bd50c76c",3,3
"441c7360bd50c76c",4,3
"441c7360bd50c76c",5,3
"441c7360bd50c76c",6,3
"441c7360bd50c76c",7,3
"441c7360bd50c76c",8,2
"441c7360bd50c76c",9,2
"441c7360bd50c76c",10,2
"441c7360bd50c76c",11,2
"441c7360bd50c76c",12,3
"1405df56c7951e00",1,3
"1405df56c7951e00",2,3
"1405df56c7951e00",3,3
"1405df56c7951e00",4,3
"1405df56c7951e00",5,3
"1405df56c7951e00",6,3
"1405df56c7951e00",7,2
"1405df56c7951e00",8,2
"1405df56c7951e00",9,2
"1405df56c7951e00",10,3
"1405df56c7951e00",11,2
"1405df56c7951e00",12,3
"5c202255dcaea603",1,3
"5c202255dcaea603",2,3
"5c202255dcaea603",3,3
"5c202255dcaea603",4,3
"5c202255dcaea603",5,3
"5c202255dcaea603",6,3
"5c202255dcaea603",7,2
"5c202255dcaea603",8,3
"5c202255dcaea603",9,2
"5c202255dcaea603",10,3
"5c202255dcaea603",11,2
"5c202255dcaea603",12,3
"6faa8241f0e5a560",1,3
"6faa8241f0e5a560",2,3
"6faa8241f0e5a560",3,3
"6faa8241f0e5a560",4,3
"6faa8241f0e5a560",5,3
"6faa8241f0e5a560",6,3
"6faa8241f0e5a560",7,2
"6faa8241f0e5a560",8,2
"6faa8241f0e5a560",9,3
"6faa8241f0e5a560",10,3
"6faa8241f0e5a560",11,3
"6faa8241f0e5a560",12,2
c2328076a7334a84,1,2
c2328076a7334a84,2,2
c2328076a7334a84,3,2
c2328076a7334a84,4,3
c2328076a7334a84,5,3
c2328076a7334a84,6,2
c2328076a7334a84,7,2
c2328076a7334a84,8,2
c2328076a7334a84,9,2
c2328076a7334a84,10,3
c2328076a7334a84,11,3
c2328076a7334a84,12,2
b58fc86e8bbedede,1,3
b58fc86e8bbedede,2,3
b58fc86e8bbedede,3,3
b58fc86e8bbedede,4,3
b58fc86e8bbedede,5,3
b58fc86e8bbedede,6,3
b58fc86e8bbedede,7,3
b58fc86e8bbedede,8,2
b58fc86e8bbedede,9,3
b58fc86e8bbedede,10,3
b58fc86e8bbedede,11,3
b58fc86e8bbedede,12,3
ecf6cb964847c53f,1,3
ecf6cb964847c53f,2,2
ecf6cb964847c53f,3,2
ecf6cb964847c53f,4,2
ecf6cb964847c53f,5,2
ecf6cb964847c53f,6,3
ecf6cb964847c53f,7,2
ecf6cb964847c53f,8,2
ecf6cb964847c53f,9,3
ecf6cb964847c53f,10,3
ecf6cb964847c53f,11,3
ecf6cb964847c53f,12,2
"8a745daf1bcbcb10",1,3
"8a745daf1bcbcb10",2,3
"8a745daf1bcbcb10",3,3
"8a745daf1bcbcb10",4,3
"8a745daf1bcbcb10",5,3
"8a745daf1bcbcb10",6,2
"8a745daf1bcbcb10",7,3
"8a745daf1bcbcb10",8,2
"8a745daf1bcbcb10",9,2
"8a745daf1bcbcb10",10,2
"8a745daf1bcbcb10",11,2
"8a745daf1bcbcb10",12,3
"512f65d79752db5b",1,3
"512f65d79752db5b",2,3
"512f65d79752db5b",3,2
"512f65d79752db5b",4,3
"512f65d79752db5b",5,3
"512f65d79752db5b",6,3
"512f65d79752db5b",7,3
"512f65d79752db5b",8,2
"512f65d79752db5b",9,3
"512f65d79752db5b",10,3
"512f65d79752db5b",11,3
"512f65d79752db5b",12,2
"20fe6144a031b919",1,2
"20fe6144a031b919",2,2
"20fe6144a031b919",3,3
"20fe6144a031b919",4,2
"20fe6144a031b919",5,2
"20fe6144a031b919",6,3
"20fe6144a031b919",7,3
"20fe6144a031b919",8,2
"20fe6144a031b919",9,2
"20fe6144a031b919",10,3
"20fe6144a031b919",11,3
"20fe6144a031b919",12,3
f24a8a0c8d3af7fd,1,3
f24a8a0c8d3af7fd,2,2
f24a8a0c8d3af7fd,3,2
f24a8a0c8d3af7fd,4,2
f24a8a0c8d3af7fd,5,2
f24a8a0c8d3af7fd,6,2
f24a8a0c8d3af7fd,7,2
f24a8a0c8d3af7fd,8,3
f24a8a0c8d3af7fd,9,3
f24a8a0c8d3af7fd,10,2
f24a8a0c8d3af7fd,11,2
f24a8a0c8d3af7fd,12,2
"6f0ae805faa2da5d",1,3
"6f0ae805faa2da5d",2,3
"6f0ae805faa2da5d",3,3
"6f0ae805faa2da5d",4,3
"6f0ae805faa2da5d",5,3
"6f0ae805faa2da5d",6,2
"6f0ae805faa2da5d",7,3
"6f0ae805faa2da5d",8,3
"6f0ae805faa2da5d",9,3
"6f0ae805faa2da5d",10,3
"6f0ae805faa2da5d",11,2
"6f0ae805faa2da5d",12,3
ff000c6bcda4e4d7,1,2
ff000c6bcda4e4d7,2,2
ff000c6bcda4e4d7,3,2
ff000c6bcda4e4d7,4,2
ff000c6bcda4e4d7,5,2
ff000c6bcda4e4d7,6,2
ff000c6bcda4e4d7,7,2
ff000c6bcda4e4d7,8,2
ff000c6bcda4e4d7,9,2
ff000c6bcda4e4d7,10,2
ff000c6bcda4e4d7,11,2
ff000c6bcda4e4d7,12,2
"3aef82602b64df49",1,2
"3aef82602b64df49",2,2
"3aef82602b64df49",3,2
"3aef82602b64df49",4,2
"3aef82602b64df49",5,3
"3aef82602b64df49",6,3
"3aef82602b64df49",7,3
"3aef82602b64df49",8,2
"3aef82602b64df49",9,3
"3aef82602b64df49",10,3
"3aef82602b64df49",11,3
"3aef82602b64df49",12,2
ece49016c38ed070,1,3
ece49016c38ed070,3,3
ece49016c38ed070,4,3
ece49016c38ed070,5,3
ece49016c38ed070,6,3
ece49016c38ed070,7,2
ece49016c38ed070,8,2
ece49016c38ed070,9,3
ece49016c38ed070,10,3
ece49016c38ed070,11,3
ece49016c38ed070,12,3
de841a4031883d6d,1,2
de841a4031883d6d,2,2
de841a4031883d6d,3,2
de841a4031883d6d,4,2
de841a4031883d6d,5,2
de841a4031883d6d,6,2
de841a4031883d6d,7,3
de841a4031883d6d,8,3
de841a4031883d6d,9,2
de841a4031883d6d,10,2
de841a4031883d6d,11,2
de841a4031883d6d,12,2
"82827454c17fd39a",1,2
"82827454c17fd39a",2,2
"82827454c17fd39a",3,2
"82827454c17fd39a",4,3
"82827454c17fd39a",5,2
"82827454c17fd39a",6,3
"82827454c17fd39a",7,3
"82827454c17fd39a",8,3
"82827454c17fd39a",9,3
"82827454c17fd39a",10,3
"82827454c17fd39a",11,3
"82827454c17fd39a",12,3
"91b632446276457a",1,2
"91b632446276457a",2,2
"91b632446276457a",3,3
"91b632446276457a",4,3
"91b632446276457a",5,3
"91b632446276457a",6,3
"91b632446276457a",7,3
"91b632446276457a",8,3
"91b632446276457a",9,2
"91b632446276457a",10,3
"91b632446276457a",11,3
"91b632446276457a",12,3
d013a285af3cd019,1,3
d013a285af3cd019,2,2
d013a285af3cd019,3,2
d013a285af3cd019,4,2
d013a285af3cd019,5,2
d013a285af3cd019,6,2
d013a285af3cd019,7,3
d013a285af3cd019,8,3
d013a285af3cd019,9,3
d013a285af3cd019,10,2
d013a285af3cd019,11,3
d013a285af3cd019,12,2
"62f47ac112ded76c",1,3
"62f47ac112ded76c",2,2
"62f47ac112ded76c",3,2
"62f47ac112ded76c",4,2
"62f47ac112ded76c",5,3
"62f47ac112ded76c",6,3
"62f47ac112ded76c",7,3
"62f47ac112ded76c",8,3
"62f47ac112ded76c",9,3
"62f47ac112ded76c",10,3
"62f47ac112ded76c",11,3
"62f47ac112ded76c",12,3
"7f45669c9c0ddf0b",1,3
"7f45669c9c0ddf0b",2,3
"7f45669c9c0ddf0b",3,2
"7f45669c9c0ddf0b",4,2
"7f45669c9c0ddf0b",5,2
"7f45669c9c0ddf0b",6,2
"7f45669c9c0ddf0b",7,2
"7f45669c9c0ddf0b",8,2
"7f45669c9c0ddf0b",9,2
"7f45669c9c0ddf0b",10,2
"7f45669c9c0ddf0b",11,2
"7f45669c9c0ddf0b",12,2
"57fc4ddfd0f33850",1,2
"57fc4ddfd0f33850",2,3
"57fc4ddfd0f33850",3,2
"57fc4ddfd0f33850",4,2
"57fc4ddfd0f33850",5,2
"57fc4ddfd0f33850",6,2
"57fc4ddfd0f33850",7,2
"57fc4ddfd0f33850",8,3
"57fc4ddfd0f33850",9,3
"57fc4ddfd0f33850",10,3
"57fc4ddfd0f33850",11,3
"57fc4ddfd0f33850",12,2
"2ae1cc0d2cda666c",1,3
"2ae1cc0d2cda666c",2,3
"2ae1cc0d2cda666c",3,3
"2ae1cc0d2cda666c",4,3
"2ae1cc0d2cda666c",5,3
"2ae1cc0d2cda666c",6,3
"2ae1cc0d2cda666c",7,2
"2ae1cc0d2cda666c",8,3
"2ae1cc0d2cda666c",9,2
"2ae1cc0d2cda666c",10,3
"2ae1cc0d2cda666c",11,2
"2ae1cc0d2cda666c",12,2
"24868ed375d388a8",1,3
"24868ed375d388a8",2,3
"24868ed375d388a8",3,3
"24868ed375d388a8",4,2
"24868ed375d388a8",5,3
"24868ed375d388a8",6,3
"24868ed375d388a8",7,3
"24868ed375d388a8",8,2
"24868ed375d388a8",9,3
"24868ed375d388a8",10,3
"24868ed375d388a8",11,3
"24868ed375d388a8",12,2
"567d936e05038078",1,3
"567d936e05038078",2,2
"567d936e05038078",3,2
"567d936e05038078",4,2
"567d936e05038078",5,2
"567d936e05038078",6,2
"567d936e05038078",7,2
"567d936e05038078",8,2
"567d936e05038078",9,2
"567d936e05038078",10,2
"567d936e05038078",11,2
"567d936e05038078",12,3
c0a9626907f6487d,1,2
c0a9626907f6487d,2,2
c0a9626907f6487d,3,3
c0a9626907f6487d,4,3
c0a9626907f6487d,5,3
c0a9626907f6487d,6,3
c0a9626907f6487d,7,3
c0a9626907f6487d,8,3
c0a9626907f6487d,9,3
c0a9626907f6487d,10,2
c0a9626907f6487d,11,3
c0a9626907f6487d,12,3
"5deff1165e818acf",1,3
"5deff1165e818acf",2,3
"5deff1165e818acf",3,2
"5deff1165e818acf",4,2
"5deff1165e818acf",5,2
"5deff1165e818acf",6,2
"5deff1165e818acf",7,2
"5deff1165e818acf",8,2
"5deff1165e818acf",9,2
"5deff1165e818acf",10,2
"5deff1165e818acf",11,2
"5deff1165e818acf",12,2
"7dd33b8d61df65e",1,2
"7dd33b8d61df65e",2,3
"7dd33b8d61df65e",3,3
"7dd33b8d61df65e",4,3
"7dd33b8d61df65e",5,3
"7dd33b8d61df65e",6,3
"7dd33b8d61df65e",7,3
"7dd33b8d61df65e",8,3
"7dd33b8d61df65e",9,2
"7dd33b8d61df65e",10,2
"7dd33b8d61df65e",11,2
"7dd33b8d61df65e",12,3
"234c16eeca6ac847",1,2
"234c16eeca6ac847",2,2
"234c16eeca6ac847",3,3
"234c16eeca6ac847",4,3
"234c16eeca6ac847",5,3
"234c16eeca6ac847",6,2
"234c16eeca6ac847",7,3
"234c16eeca6ac847",8,3
"234c16eeca6ac847",9,2
"234c16eeca6ac847",10,3
"234c16eeca6ac847",11,3
"234c16eeca6ac847",12,2
"59ee3086e946cf74",1,3
"59ee3086e946cf74",2,2
"59ee3086e946cf74",3,2
"59ee3086e946cf74",4,3
"59ee3086e946cf74",5,3
"59ee3086e946cf74",6,2
"59ee3086e946cf74",7,3
"59ee3086e946cf74",8,3
"59ee3086e946cf74",9,3
"59ee3086e946cf74",10,3
"59ee3086e946cf74",11,3
"59ee3086e946cf74",12,2
"97e55146f7da19fc",1,2
"97e55146f7da19fc",2,2
"97e55146f7da19fc",3,2
"97e55146f7da19fc",4,2
"97e55146f7da19fc",5,2
"97e55146f7da19fc",6,3
"97e55146f7da19fc",7,2
"97e55146f7da19fc",8,2
"97e55146f7da19fc",9,3
"97e55146f7da19fc",10,3
"97e55146f7da19fc",11,2
"97e55146f7da19fc",12,2
f703badc67aea0fe,1,2
f703badc67aea0fe,2,3
f703badc67aea0fe,3,3
f703badc67aea0fe,4,3
f703badc67aea0fe,5,2
f703badc67aea0fe,6,2
f703badc67aea0fe,7,2
f703badc67aea0fe,8,2
f703badc67aea0fe,9,2
f703badc67aea0fe,10,2
f703badc67aea0fe,11,2
f703badc67aea0fe,12,3
"1831d36c7513cba7",1,3
"1831d36c7513cba7",2,3
"1831d36c7513cba7",3,2
"1831d36c7513cba7",4,2
"1831d36c7513cba7",5,2
"1831d36c7513cba7",6,3
"1831d36c7513cba7",7,2
"1831d36c7513cba7",8,2
"1831d36c7513cba7",9,3
"1831d36c7513cba7",10,2
"1831d36c7513cba7",11,3
"1831d36c7513cba7",12,2
"796014bfc18f028d",1,2
"796014bfc18f028d",2,2
"796014bfc18f028d",3,2
"796014bfc18f028d",4,3
"796014bfc18f028d",5,2
"796014bfc18f028d",6,3
"796014bfc18f028d",7,3
"796014bfc18f028d",8,3
"796014bfc18f028d",9,3
"796014bfc18f028d",10,3
"796014bfc18f028d",11,2
"796014bfc18f028d",12,3
"5016c13e6eb6a5cb",1,2
"5016c13e6eb6a5cb",2,2
"5016c13e6eb6a5cb",3,2
"5016c13e6eb6a5cb",4,2
"5016c13e6eb6a5cb",5,3
"5016c13e6eb6a5cb",6,3
"5016c13e6eb6a5cb",7,3
"5016c13e6eb6a5cb",8,2
"5016c13e6eb6a5cb",9,2
"5016c13e6eb6a5cb",10,2
"5016c13e6eb6a5cb",11,2
"5016c13e6eb6a5cb",12,2
"54b35618beb58bdb",1,2
"54b35618beb58bdb",2,2
"54b35618beb58bdb",3,2
"54b35618beb58bdb",4,2
"54b35618beb58bdb",5,2
"54b35618beb58bdb",6,3
"54b35618beb58bdb",7,2
"54b35618beb58bdb",8,2
"54b35618beb58bdb",9,2
"54b35618beb58bdb",10,2
"54b35618beb58bdb",11,3
